,risk_index
2025-01-02,64.892876
2025-01-03,60.17117
2025-01-06,47.634373
2025-01-07,45.232964
2025-01-08,44.05143
2025-01-09,42.93968
2025-01-10,42.59895
2025-01-13,47.53479
2025-01-14,45.55094
2025-01-15,43.4824
2025-01-16,42.8496
2025-01-17,44.129913
2025-01-20,43.89714
2025-01-21,40.96811
2025-01-22,41.232677
2025-01-23,39.56302
2025-01-24,39.209396
2025-01-27,41.296516
2025-01-28,41.331238
2025-01-29,42.603798
2025-01-30,46.368237
2025-01-31,54.706326
2025-02-03,54.69791
2025-02-04,49.386765
2025-02-05,43.739983
2025-02-06,42.175056
2025-02-07,41.71714
2025-02-10,41.75943
2025-02-11,42.10804
2025-02-12,41.639057
2025-02-13,42.267612
2025-02-14,41.474075
2025-02-17,42.067596
2025-02-18,42.402657
2025-02-19,42.140488
2025-02-20,41.374306
2025-02-21,42.237877
2025-02-24,48.948578
2025-02-25,66.0752
2025-02-26,61.7033
2025-02-27,67.113976
2025-02-28,65.68129
2025-03-03,70.077805
2025-03-04,73.35248
2025-03-05,80.5537
2025-03-06,79.23949
2025-03-07,78.861946
2025-03-10,88.93966
2025-03-11,89.532974
2025-03-12,100.0
2025-03-13,94.83979
2025-03-14,97.63889
2025-03-17,95.24598
2025-03-18,96.81061
2025-03-19,95.66992
2025-03-20,83.75561
2025-03-21,54.04622
2025-03-24,52.86018
2025-03-25,50.0607
2025-03-26,44.242474
2025-03-27,43.646294
2025-03-28,46.90744
2025-03-31,46.93994
2025-04-01,55.958694
2025-04-02,58.548576
2025-04-03,61.406296
2025-04-04,83.31139
2025-04-07,98.27701
2025-04-08,100.0
2025-04-09,85.88011
2025-04-10,100.0
2025-04-11,83.456375
2025-04-14,100.0
2025-04-15,67.37657
2025-04-16,88.27283
2025-04-17,99.8707
2025-04-18,100.0
2025-04-21,100.0
2025-04-22,100.0
2025-04-23,100.0
2025-04-24,100.0
2025-04-25,81.52909
2025-04-28,61.563114
2025-04-29,55.702408
2025-04-30,54.70604
2025-05-01,56.982704
2025-05-02,52.213196
2025-05-05,51.346092
2025-05-06,48.447266
2025-05-07,62.413258
2025-05-08,71.30652
2025-05-09,69.717575
2025-05-12,71.91089
2025-05-13,54.0953
2025-05-14,52.71959
2025-05-15,50.069447
2025-05-16,52.58735
2025-05-19,53.482277
2025-05-20,53.538177
2025-05-21,45.411545
2025-05-22,56.601147
2025-05-23,57.526268
2025-05-26,56.167915
2025-05-27,59.836754
2025-05-28,54.68369
2025-05-29,56.16143
2025-05-30,40.853218
2025-06-02,38.893337
2025-06-03,39.250748
2025-06-04,39.030293
2025-06-05,38.32567
2025-06-06,38.41377
2025-06-09,38.35131
2025-06-10,38.860645
2025-06-11,38.860645
2025-06-12,36.822628
2025-06-13,38.50522
2025-06-16,39.023506
2025-06-17,57.31899
2025-06-18,69.14379
2025-06-19,65.68366
2025-06-20,68.482506
2025-06-23,67.28549
2025-06-24,62.080406
2025-06-25,45.986256
2025-06-26,36.29718
2025-06-27,33.262066
2025-06-30,34.480072
2025-07-01,34.34442
2025-07-02,34.39817
2025-07-03,36.030533
2025-07-04,36.630703
2025-07-07,37.705425
2025-07-08,37.938313
2025-07-09,38.263027
2025-07-10,36.866432
2025-07-11,36.798874
2025-07-14,39.56906
2025-07-15,40.40726
2025-07-16,41.493126
2025-07-17,49.16151
2025-07-18,55.978516
2025-07-21,51.78503
2025-07-22,41.36502
2025-07-23,35.823215
2025-07-24,36.042717
2025-07-25,35.85315
2025-07-28,38.88428
2025-07-29,39.226532
2025-07-30,39.65923
2025-07-31,39.61345
2025-08-01,51.53556
2025-08-04,63.9402
2025-08-05,69.27604
2025-08-06,66.41513
2025-08-07,67.78191
2025-08-08,43.96082
2025-08-11,42.446243
2025-08-12,35.852844
2025-08-13,35.352673
2025-08-14,37.30604
2025-08-15,39.244804
2025-08-18,39.615723
2025-08-19,39.566956
2025-08-20,39.792625
2025-08-21,43.938644
2025-08-22,41.180817
2025-08-25,40.95139
2025-08-26,38.822906
2025-08-27,39.341248
2025-08-28,38.908714
2025-08-29,40.40991
2025-09-01,39.920757
2025-09-02,49.224354
2025-09-03,57.994507
2025-09-04,66.35556
2025-09-05,57.846817
2025-09-08,51.729897
2025-09-09,40.196877
2025-09-10,37.919064
2025-09-11,35.556305
2025-09-12,36.242798
2025-09-15,36.539646
2025-09-16,40.59963
2025-09-17,40.475067
2025-09-18,43.78834
2025-09-19,43.229614
2025-09-22,41.41239
2025-09-23,40.090176
2025-09-24,44.27308
2025-09-25,46.002174
2025-09-26,45.580383
2025-09-29,44.40027
2025-09-30,43.666325
2025-10-01,44.03078
2025-10-02,45.18025
2025-10-03,44.263195
2025-10-06,44.025658
2025-10-07,46.815582
2025-10-08,45.0981
2025-10-09,47.53492
2025-10-10,72.09939
2025-10-13,70.47223
2025-10-14,78.612656
2025-10-15,70.43449
2025-10-16,83.62991
2025-10-17,71.970566
2025-10-20,65.606735
2025-10-21,58.87964
2025-10-22,56.48858
2025-10-23,44.02128
2025-10-24,39.90193
2025-10-27,40.787422
2025-10-28,40.68308
2025-10-29,41.444458
2025-10-30,42.67875
2025-10-31,44.64147
2025-11-03,42.19887
2025-11-04,41.680084
2025-11-05,41.9204
2025-11-06,51.064003
2025-11-07,55.620758
2025-11-10,55.167496
2025-11-11,46.07561
2025-11-12,43.216396
2025-11-13,44.911316
2025-11-14,45.09441
2025-11-17,62.66372
2025-11-18,62.402378
2025-11-19,66.56122
2025-11-20,76.79402
2025-11-21,86.165535
2025-11-24,79.19231
2025-11-25,58.13359
2025-11-26,56.357956
2025-11-27,57.678802
2025-11-28,39.91719
2025-12-01,38.23312
2025-12-02,43.620647
2025-12-03,44.623104
2025-12-04,45.466637
2025-12-05,41.137062
2025-12-08,39.876755
2025-12-09,40.204563
2025-12-10,40.282875
2025-12-11,37.885704
2025-12-12,38.040207
2025-12-15,37.699245
2025-12-16,37.86346
2025-12-17,46.384525
2025-12-18,48.56293
2025-12-19,52.602165
2025-12-22,50.907585
2025-12-23,47.41653
2025-12-24,43.118584
2025-12-25,38.347763
2025-12-26,41.033493
2025-12-29,41.820152
