date,Regime_1,Regime_2,Regime_3,Regime_4
2017-05-05,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-06,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-07,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-08,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-09,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-10,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-11,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-12,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-13,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-14,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-15,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-16,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-17,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-18,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-19,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-20,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-21,0.9999999999917009,0.0,0.0,8.30078443242616e-12
2017-05-22,0.9999999999917009,0.0,0.0,8.30078443242616e-12
