date,distance,used_time,average_heart_rate,cadence,shoe,type,rq,EMTIR
2024-09-03,12.8,1:13:16,140,168,特步 160X 5.0,run,52.1,I
2024-09-04,12.2,1:10:04,129,183,adidas adizero Boston 12,run,50.5,E
2024-09-05,10.93,0:58:10,144,175,鸿星尔克 芷境2,run,52.3,T
2024-09-07,14.1,1:15:41,142,190,必迈 远征者5.0,run,49.7,E
2024-09-08,21.85,1:48:22,147,185,特步 160X 5.0,run,51.6,E
2024-09-09,7.81,1:00:53,106,156,乔丹 强风SE 秋冬版,run,52.9,E
2024-09-10,9.95,1:06:07,126,164,adidas adizero Boston 12,run,51.4,E
2024-09-11,14.25,1:12:28,149,179,鸿星尔克 芷境2,run,52.7,T
2024-09-13,13.03,1:01:52,155,189,乔丹 飞影Plaid 1.5,run,51.2,M
2024-09-14,12.7,1:05:56,143,184,必迈 惊碳Fly,run,51.7,E
2024-09-15,11.01,0:46:18,165,192,乔丹 飞影Plaid 1.5,run,51.3,T
2024-09-15,0.49,0:02:32,115,179,乔丹 飞影Plaid 1.5,run,51.3,E
2024-09-16,11.52,1:04:10,133,181,必迈 远征者5.0,run,52.1,E
2024-09-17,6.2,0:30:41,148,175,特步 160X 5.0,run,55.5,T
2024-09-17,1.05,0:05:33,141,189,特步 160X 5.0,run,51.4,E
2024-09-17,1.95,0:14:03,123,175,特步 160X 5.0,playground,51.4,E
2024-09-18,5.46,0:32:29,124,176,必迈 惊碳Fly,run,53.4,E
2024-09-20,7.35,0:40:38,138,180,鸿星尔克 芷境2,run,51.5,E
2024-09-21,4.36,0:24:24,127,179,乔丹 飞影Plaid 1.5,run,54,E
2024-09-22,21.33,1:30:25,167,194,乔丹 飞影Plaid 1.5,run,50.5,T
2024-09-23,5.67,0:36:31,118,173,必迈 远征者5.0,run,52.7,E
2024-09-24,8.94,0:46:59,141,182,adidas adizero Boston 12,run,52.4,E
2024-09-25,10.24,1:00:42,140,177,乔丹 强风SE 秋冬版,run,50.3,E
2024-09-26,11.43,1:01:19,139,184,必迈 远征者5.0,run,51.3,E
2024-09-26,3.07,0:17:22,132,183,adidas adizero Boston 12,treadmill,50.2,E
2024-09-27,11.84,0:59:12,149,186,必迈 惊碳Fly,run,50.8,E
2024-09-28,10.22,0:45:08,165,183,Saucony Triumph 18,run,49,M
2024-09-30,12.16,1:07:44,133,180,乔丹 强风SE 秋冬版,run,52.6,E
2024-10-01,0.21,0:01:02,116,180,特步 160X 5.0,playground,52.6,E
2024-10-01,7.94,0:40:48,140,185,特步 160X 5.0,playground,52.6,E
2024-10-02,13.27,1:14:45,146,177,鸿星尔克 芷境2,playground,52.4,R
2024-10-02,2.09,0:16:30,110,177,Saucony Triumph 18,playground,51.7,E
2024-10-04,14.98,1:17:40,147,177,特步 160X 3.0 PRO,run,53.3,T
2024-10-05,5.48,0:35:07,118,175,必迈 远征者5.0,run,52.3,E
2024-10-06,22.13,2:00:00,136,187,adidas adizero Boston 12,run,50.3,E
2024-10-07,10.43,0:50:07,148,190,乔丹 强风SE 秋冬版,run,53,M
2024-10-09,12.28,1:17:17,143,157,特步 160X 3.0 PRO,run,53.6,R
2024-10-10,12.08,1:02:09,140,190,必迈 远征者5.0,run,52.2,E
2024-10-11,13.35,1:05:52,150,178,乔丹 飞影Plaid 1.5,run,54.4,T
2024-10-12,10.72,1:12:53,121,174,Saucony Triumph 18,run,50.2,E
2024-10-13,0.3,0:01:55,110,163,adidas adizero Boston 12,run,50.2,E
2024-10-14,17.11,1:35:33,140,184,adidas adizero Boston 12,run,49.4,E
2024-10-15,9.83,0:56:36,138,182,必迈 远征者5.0,run,49.3,E
2024-10-16,11.56,1:13:32,136,158,必迈 惊碳Fly,playground,55.4,R
2024-10-17,10.18,1:01:08,128,171,必迈 远征者5.0,run,52.6,E
2024-10-17,4.86,0:33:31,122,180,Saucony Triumph 18,run,50.7,E
2024-10-19,2.07,0:11:41,142,176,鸿星尔克 芷境2,run,51.5,E
2024-10-19,2.64,0:14:01,156,165,鸿星尔克 芷境2,run,54,I
2024-10-19,2.81,0:15:01,157,165,鸿星尔克 芷境2,run,55.1,I
2024-10-19,3,0:15:45,139,179,鸿星尔克 芷境2,run,51.2,I
2024-10-20,10.98,0:55:09,143,180,必迈 惊碳Fly,run,53.4,M
2024-10-21,9.92,0:55:22,132,179,特步 160X 5.0,run,53,E
2024-10-22,10.43,0:57:12,145,165,特步 160X 3.0 PRO,playground,55.2,I
2024-10-24,13.3,1:09:04,151,175,必迈 惊碳Fly,run,50.8,T
2024-10-25,10.23,0:59:36,137,181,必迈 远征者5.0,run,49.7,E
2024-10-27,21.91,1:51:29,151,184,adidas adizero Boston 12,run,49.3,M
2024-10-28,11.51,0:57:27,148,183,乔丹 强风2.0,run,51.5,M
2024-10-29,10.72,0:58:21,140,177,特步 160X 3.0 PRO,run,51.6,E
2024-10-29,0.48,0:03:11,114,170,New Balance FuelCell Rebel v3,run,51.6,E
2024-10-30,8.57,0:48:47,139,167,必迈 惊碳Fly,run,55,I
2024-10-31,9.69,0:54:49,144,182,New Balance FuelCell Rebel v3,run,49.1,E
2024-11-03,19.43,1:31:31,157,185,特步 160X 3.0 PRO,run,50.6,M
2024-11-04,11.84,1:09:53,136,182,必迈 远征者5.0,run,49.5,E
2024-11-05,11.39,1:00:06,149,173,鸿星尔克 芷境2,playground,53.6,I
2024-11-06,12.14,1:13:06,133,179,New Balance FuelCell Rebel v3,run,49,E
2024-11-08,12.03,1:01:43,149,179,乔丹 强风2.0,run,52.3,T
2024-11-09,1.43,0:09:38,126,173,Saucony Triumph 18,run,50.2,E
2024-11-10,23.9,2:04:41,144,186,adidas adizero Boston 12,run,49.8,E
2024-11-11,9.09,0:53:59,138,177,Saucony Triumph 18,run,49,E
2024-11-12,11.74,1:04:37,137,178,乔丹 强风2.0,run,51.7,E
2024-11-14,12.16,1:10:50,141,174,必迈 惊碳Fly,run,51.1,E
2024-11-15,12.96,1:03:21,154,181,特步 160X 5.0,run,51.9,T
2024-11-17,15.65,1:12:56,156,190,鸿星尔克 芷境2,run,51.4,M
2024-11-17,4.54,0:26:51,127,182,鸿星尔克 芷境2,run,50.1,E
2024-11-17,1,0:07:31,131,162,鸿星尔克 芷境2,run,49.1,E
2024-11-18,8.32,0:51:17,130,179,必迈 远征者5.0,run,49.6,E
2024-11-19,11.1,0:56:16,142,183,乔丹 强风2.0,run,53.6,E
2024-11-20,9.13,0:50:25,142,172,特步 160X 5.0,run,52.9,E
2024-11-22,3.54,0:19:51,130,172,乔丹 飞影Plaid 1.5,run,52.7,E
2024-11-23,10.32,0:43:12,169,194,乔丹 飞影Plaid 1.5,run,50.3,I
2024-11-24,13.16,1:17:09,132,181,adidas adizero Boston 12,run,48.9,E
2024-11-24,3.52,0:22:22,126,169,adidas adizero Boston 12,run,50.3,E
2024-11-26,10.01,0:55:23,142,183,必迈 远征者5.0,run,48.6,E
2024-11-27,15.43,1:20:34,149,185,必迈 惊碳Fly,run,49.8,E
2024-11-28,9.96,1:06:59,131,177,必迈 远征者5.0,run,47.7,E
2024-11-29,2.2,0:13:30,124,177,乔丹 强风2.0,run,52.7,E
2024-11-29,6.69,0:41:46,131,170,乔丹 强风2.0,run,51.2,E
2024-11-29,1.01,0:05:43,134,169,乔丹 强风2.0,run,50.9,E
2024-12-01,2.17,0:11:32,139,180,乔丹 强风2.0,run,51.5,E
2024-12-01,5.02,0:23:15,158,188,乔丹 强风2.0,run,50.4,M
2024-12-01,2.41,0:15:27,132,170,乔丹 强风2.0,run,49,E
2024-12-03,10.01,1:02:27,129,173,必迈 远征者5.0,run,50,E
2024-12-04,12.01,1:04:05,145,183,adidas adizero Boston 12,run,50.3,E
2024-12-05,21.55,1:46:09,153,184,特步 160X 3.0 PRO,run,50.3,M
2024-12-06,5.98,0:41:22,125,177,Saucony Triumph 18,run,49.3,E
2024-12-08,21.77,1:58:41,145,178,特步 160X 5.0,run,49.8,T
2024-12-09,12.04,1:08:48,130,179,必迈 惊碳Fly,run,51.3,E
2024-12-11,22.09,2:12:02,139,171,特步 160X 3.0 PRO,run,51.4,I
2024-12-12,8.81,0:59:07,123,180,New Balance FuelCell Rebel v3,run,50.4,E
2024-12-13,10.63,1:09:56,130,171,必迈 远征者5.0,run,49.3,E
2024-12-14,10.67,0:59:09,145,180,鸿星尔克 芷境2,run,49.4,M
2024-12-15,18.77,1:47:50,141,177,特步 160X 3.0 PRO,run,50.1,T
2024-12-16,10.25,0:58:30,134,179,必迈 远征者5.0,run,51.7,E
2024-12-18,11.58,1:04:37,137,181,adidas adizero Boston 12,run,50.4,E
2024-12-19,1.42,0:07:23,135,186,必迈 惊碳Fly,run,50.2,E
2024-12-19,7.5,0:48:42,130,166,必迈 惊碳Fly,run,50.8,E
2024-12-20,20.91,1:54:54,144,178,特步 160X 3.0 PRO,run,52.2,T
2024-12-21,8.65,0:48:42,128,175,必迈 远征者5.0,run,50.6,E
2024-12-27,1.01,0:06:55,130,148,Saucony Triumph 18,run,49.5,E
2024-12-28,6.86,0:48:32,122,159,必迈 远征者5.0,run,50.9,E
2024-12-29,13.85,1:17:10,141,179,adidas adizero Boston 12,run,49.3,E
2024-12-30,9.67,1:02:03,126,170,必迈 远征者5.0,run,50.5,E
2024-12-31,12.97,1:14:42,143,171,adidas adizero Boston 12,run,49.4,E
2025-01-01,13.4,1:39:29,110,175,adidas adizero Boston 12,run,51.1,E
2025-01-02,18.21,1:40:46,144,173,特步 160X 3.0 PRO,run,51.4,I
2025-01-04,12.33,1:05:44,155,180,鸿星尔克 芷境2,run,48.2,M
2025-01-05,21.79,1:56:46,148,182,特步 160X 5.0,run,49.7,T
2025-01-06,2.58,0:15:07,128,179,必迈 远征者5.0,run,51.6,E
2025-01-06,6.23,0:41:50,123,176,必迈 远征者5.0,run,50.5,E
2025-01-07,8.38,0:50:09,135,182,必迈 惊碳Fly,run,49.5,E
2025-01-08,2.55,0:14:32,133,181,必迈 远征者5.0,run,50.9,E
2025-01-08,6.17,0:37:47,129,187,必迈 远征者5.0,run,49.8,E
2025-01-10,18.48,1:36:57,147,183,特步 160X 5.0,run,50.2,T
2025-01-11,9.61,0:55:50,137,187,adidas adizero Boston 12,run,48.7,E
2025-01-12,21.66,1:47:43,152,190,adidas adizero Boston 12,run,49.2,M
2025-01-13,3.66,0:23:00,127,180,必迈 远征者5.0,run,49.7,E
2025-01-14,9.7,0:54:32,140,187,特步 160X 5.0,run,49.3,E
2025-01-16,22.08,1:57:53,148,180,特步 160X 3.0 PRO,run,49.6,T
2025-01-17,8.75,0:55:43,129,170,必迈 远征者5.0,run,49.7,E
2025-01-18,9.93,0:57:46,139,177,必迈 惊碳Fly,run,49.5,E
2025-01-19,2.19,0:12:22,135,175,特步 160X 5.0,run,51.6,E
2025-01-19,21.93,1:56:24,148,187,特步 160X 5.0,run,48.2,E
2025-01-21,2.11,0:12:59,136,178,必迈 远征者5.0,run,48.7,E
2025-01-22,20.13,1:57:19,146,175,特步 160X 3.0 PRO,run,48.7,I
2025-01-23,11.62,1:15:28,132,176,必迈 远征者5.0,run,47.9,E
2025-01-24,11.72,1:07:25,142,180,adidas adizero Boston 12,run,47.7,E
2025-01-25,8.74,0:47:10,151,187,鸿星尔克 芷境2,run,47.8,E
2025-01-26,24.15,2:07:43,149,186,特步 160X 3.0 PRO,run,48.8,T
2025-01-28,0.39,0:02:09,109,185,必迈 远征者5.0,run,51.6,E
2025-01-28,2.04,0:12:07,131,178,必迈 远征者5.0,run,51.6,E
2025-01-29,19.85,1:40:17,153,187,必迈 惊碳Fly,run,48.9,M
2025-01-30,5.07,0:27:21,150,187,adidas adizero Boston 12,treadmill,46.5,M
2025-01-30,5,0:27:34,152,181,adidas adizero Boston 12,treadmill,45.9,M
2025-01-31,3.49,0:19:56,149,186,必迈 惊碳Fly,treadmill,46.5,E
2025-02-01,5.01,0:28:26,148,181,adidas adizero Boston 12,treadmill,46.1,M
2025-02-01,5.01,0:27:37,151,181,adidas adizero Boston 12,treadmill,46.1,E
2025-02-02,8.65,0:45:34,149,180,特步 160X 3.0 PRO,run,48.5,M
2025-02-03,25.25,2:10:02,150,184,特步 160X 3.0 PRO,run,49.4,M
2025-02-05,10.33,1:01:10,140,181,必迈 远征者5.0,run,47.5,E
2025-02-06,22.99,2:05:01,151,179,特步 160X 3.0 PRO,run,48,T
2025-02-08,12,1:11:08,154,176,adidas adizero Boston 12,treadmill,45.4,M
2025-02-09,17.14,1:36:29,145,184,New Balance FuelCell Rebel v3,run,46.9,E
2025-02-11,9.82,0:55:59,147,183,必迈 远征者5.0,run,46.6,E
2025-02-12,9.64,0:54:33,143,182,adidas adizero Boston 12,run,49,E
2025-02-13,22.03,2:03:28,141,179,特步 160X 5.0,run,49.4,I
2025-02-14,6.32,0:36:47,131,183,必迈 远征者5.0,run,48.7,E
2025-02-15,11.56,1:04:43,140,184,特步 160X 5.0,run,47.7,E
2025-02-16,25.22,2:13:18,146,184,特步 160X 5.0,run,49.4,M
2025-02-18,10.14,1:00:23,137,185,必迈 远征者5.0,run,46.9,E
2025-02-19,19.65,1:32:28,154,185,特步 160X 3.0 PRO,run,52.4,M
2025-02-20,10.29,0:57:52,132,181,必迈 惊碳3.0 TURBO,run,51.9,E
2025-02-21,6.71,0:43:00,130,182,鸿星尔克 芷境2,run,47.8,E
2025-02-22,6.95,0:43:35,135,183,必迈 远征者5.0,run,46.4,E
2025-02-23,29.16,2:30:00,144,185,必迈 惊碳3.0 TURBO,run,51.5,M
2025-02-25,8.75,1:01:57,116,178,adidas adizero Boston 12,run,49.9,E
2025-02-26,15.52,1:28:42,132,179,必迈 惊碳3.0 TURBO,run,50.2,T
2025-02-27,11.62,1:06:17,137,185,必迈 远征者5.0,run,48.4,E
2025-02-28,16.47,1:19:56,156,179,特步 160X 3.0 PRO,run,50.8,T
2025-03-01,11.43,1:07:10,130,178,必迈 惊碳3.0 TURBO,run,50.8,E
2025-03-02,5.68,0:28:49,141,187,特步 160X 5.0,run,52.8,E
2025-03-04,10.17,1:10:26,117,175,adidas adizero Boston 12,run,50.3,E
2025-03-05,17.76,1:25:09,154,183,必迈 惊碳3.0 TURBO,run,50.6,M
2025-03-06,8.03,0:47:48,133,173,adidas adizero Boston 12,run,49.1,E
2025-03-07,2.01,0:12:38,127,175,Saucony Triumph 18,run,47.6,E
2025-03-08,10.19,1:01:36,128,174,必迈 远征者5.0,run,50.5,E
2025-03-09,27.81,2:17:49,155,183,特步 160X 5.0,run,49.1,M
2025-03-11,8.54,0:54:59,125,176,必迈 远征者5.0,run,49,E
2025-03-12,22.16,1:56:43,147,176,必迈 惊碳3.0 TURBO,run,50.2,T
2025-03-13,9.73,1:01:42,126,175,必迈 远征者5.0,run,49,E
2025-03-14,10.13,0:59:38,124,174,adidas adizero Boston 12,run,50.2,E
2025-03-15,24.55,2:00:44,154,183,特步 160X 3.0 PRO,run,49.6,M
2025-03-16,9.7,1:01:31,128,170,必迈 远征者5.0,run,50.1,E
2025-03-18,10.02,1:00:04,136,175,adidas adizero Boston 12,run,48.5,E
2025-03-19,20.86,1:56:19,143,172,特步 160X 3.0 PRO,run,50.8,I
2025-03-20,10.03,0:59:14,139,174,必迈 远征者5.0,run,48.8,E
2025-03-21,11.5,1:02:33,146,171,特步 160X 5.0,run,51.3,E
2025-03-22,7.07,0:33:06,160,186,必迈 惊碳3.0 TURBO,run,48.8,T
2025-03-23,19.57,1:51:08,132,178,adidas adizero Boston 12,run,51.2,E
2025-03-25,7.38,0:41:49,132,174,必迈 远征者5.0,run,51.9,E
2025-03-26,8.84,0:54:01,132,174,New Balance FuelCell Rebel v3,run,50.1,E
2025-03-28,6.01,0:36:03,122,174,特步 160X 5.0,treadmill,50.4,E
2025-03-29,13.18,1:14:15,147,168,必迈 惊碳3.0 TURBO,run,51.2,I
2025-03-30,8.84,0:58:27,128,172,adidas adizero Boston 12,run,49.3,E
2025-03-31,11.1,1:07:20,137,176,New Balance FuelCell Rebel v3,run,48.5,E
2025-04-01,9.56,0:58:39,147,158,特步 160X 3.0 PRO,run,53.1,I
2025-04-01,1.36,0:09:43,121,158,特步 160X 3.0 PRO,run,49.9,E
2025-04-02,8.84,0:54:58,132,173,adidas adizero Boston 12,run,49.5,E
2025-04-05,9.02,0:45:30,150,185,必迈 惊碳3.0 TURBO,run,51.1,T
2025-04-06,5.88,0:34:45,132,177,乔丹 强风2.0,run,51.3,E
2025-04-07,10.92,0:59:19,143,181,乔丹 飞影Plaid 1.5,run,51.4,E
2025-04-09,9.73,0:56:13,136,175,必迈 惊碳3.0 TURBO,run,52.2,E
2025-04-10,1.24,0:06:37,135,177,乔丹 飞影Plaid 1.5,run,51,E
2025-04-10,8.28,0:43:37,154,175,乔丹 飞影Plaid 1.5,run,52.1,T
2025-04-11,7.06,0:39:54,139,175,必迈 惊碳3.0 TURBO,run,52.2,E
2025-04-12,7.47,0:39:22,148,181,必迈 远征者5.0,run,51.6,E
2025-04-13,11.23,1:01:16,143,179,New Balance FuelCell Rebel v3,run,51.9,E
2025-04-14,11.23,1:06:31,135,174,必迈 远征者5.0,run,50.5,E
2025-04-16,12.16,1:04:56,149,176,特步 160X 5.0,run,52.7,T
2025-04-17,7.39,0:45:57,127,173,必迈 远征者5.0,run,51,E
2025-04-18,8.84,0:55:49,132,169,乔丹 强风2.0,run,51.1,E
2025-04-19,15.75,1:23:03,148,179,特步 160X 5.0,run,53,E
2025-04-21,8.3,0:52:33,129,167,New Balance FuelCell Rebel v3,run,51.8,E
2025-04-22,9.12,0:48:38,143,169,乔丹 飞影Plaid 1.5,run,56.4,T
2025-04-23,7.14,0:46:23,129,169,必迈 远征者5.0,run,50.5,E
2025-04-25,5.57,0:31:51,140,172,乔丹 飞影Plaid 1.5,run,53.4,E
2025-04-26,21.29,1:32:22,170,189,乔丹 飞影Plaid 1.5,run,49.9,T
2025-04-30,7.13,0:45:56,134,171,必迈 远征者5.0,run,49.8,E
2025-05-01,9.63,0:52:20,151,175,乔丹 强风2.0,run,51,M
2025-05-02,8.36,0:47:11,147,185,New Balance FuelCell Rebel v3,run,49.5,E
2025-05-03,11.26,0:58:14,148,184,必迈 惊碳3.0 TURBO,run,50.9,E
2025-05-04,21.18,1:45:34,146,188,乔丹 飞影Plaid 1.5,run,51.5,E
2025-05-06,8.62,0:55:33,119,177,必迈 远征者5.0,run,52,E
2025-05-07,20.08,1:48:08,144,180,特步 160X 3.0 PRO,run,50.9,T
2025-05-10,11.05,1:10:08,132,174,特步 160X 5.0,run,49.4,E
2025-05-13,7,0:39:03,137,183,特步 160X 5.0,run,49.5,E
2025-05-14,8.87,0:54:17,129,173,特步 160X 3.0 PRO,run,51.4,E
2025-05-15,8.34,0:46:49,135,175,特步 160X 3.0 PRO,run,53,E
2025-05-15,8.43,0:49:08,156,163,特步 160X 3.0 PRO,run,52.3,I
2025-05-17,8.63,0:55:27,130,169,必迈 远征者5.0,run,51.2,E
2025-05-18,20.93,1:50:34,147,184,必迈 惊碳3.0 TURBO,run,50.8,T
2025-05-19,7.34,0:46:11,133,167,乔丹 强风2.0,run,51,E
2025-05-21,19.62,1:47:16,140,173,乔丹 飞影Plaid 1.5,run,53.4,T
2025-05-22,8.67,0:55:50,120,172,必迈 远征者5.0,run,51.8,E
2025-05-23,7.46,0:43:21,134,169,多威 神行者 2,run,53.8,E
2025-05-24,6.73,0:27:49,173,193,多威 神行者 2,run,49.8,T
2025-05-25,19.34,1:54:37,132,175,New Balance FuelCell Rebel v3,run,52,E
2025-05-27,11.08,1:00:18,147,176,乔丹 强风2.0,run,51.7,E
2025-05-28,18.61,1:40:01,152,177,多威 神行者 2,run,50.9,T
2025-05-29,11.49,0:58:03,149,188,特步 160X 5.0,run,51.3,M
2025-06-01,20.22,1:37:22,153,188,必迈 惊碳3.0 TURBO,run,52.5,M
2025-06-04,8.83,0:52:04,137,174,特步 160X 5.0,run,51,E
2025-06-06,11.07,1:03:20,150,178,特步 160X 5.0,run,48.7,M
2025-06-07,9.79,0:57:12,147,172,特步 160X 5.0,run,50,M
2025-06-08,2.22,0:12:15,133,175,特步 160X 3.0 PRO,run,52.5,E
2025-06-08,20.03,1:43:31,155,179,特步 160X 3.0 PRO,run,50.4,T
2025-06-10,11.1,1:05:25,134,175,乔丹 强风2.0,run,51.3,E
2025-06-11,8.79,0:53:16,137,179,New Balance FuelCell Rebel v3,run,48.7,E
2025-06-12,20.04,1:50:36,149,174,多威 神行者 2,run,51.2,I
2025-06-13,6.86,0:38:13,135,188,特步 160X 5.0,playground,48.6,E
2025-06-14,11.12,1:00:15,144,184,New Balance FuelCell Rebel v3,run,50.8,E
2025-06-15,2.79,0:16:46,124,175,乔丹 飞影Plaid 1.5,run,54,E
2025-06-15,17.6,1:39:17,140,178,乔丹 飞影Plaid 1.5,run,51.8,E
2025-06-17,8.18,0:47:19,142,173,乔丹 强风2.0,run,51.5,E
2025-06-19,21,1:52:32,151,174,乔丹 飞影Plaid 1.5,run,50.8,T
2025-06-20,11.11,1:03:30,138,176,必迈 惊碳3.0 TURBO,run,53.3,E
2025-06-21,10.55,1:08:06,129,177,乔丹 强风2.0,run,49.8,E
2025-06-22,23.72,1:56:52,151,183,乔丹 飞影Plaid 1.5,run,52.8,M
2025-06-24,10.97,1:07:34,132,176,乔丹 强风2.0,run,49.7,E
2025-06-26,15.15,1:30:27,146,166,特步 160X 3.0 PRO,run,53.5,I
2025-06-27,4.3,0:26:16,127,180,Saucony Triumph 18,run,49.5,E
2025-06-28,17.57,1:35:23,141,187,New Balance FuelCell Rebel v3,run,50.2,E
2025-06-29,17.13,1:33:11,144,179,乔丹 飞影Plaid 1.5,run,51.6,T
2025-06-30,0.45,0:03:08,106,181,特步 160X 5.0,run,51.4,E
2025-07-01,11.8,1:08:46,139,182,特步 160X 5.0,run,48.7,E
2025-07-02,10.98,1:05:56,135,180,特步 160X 5.0,run,49.2,E
2025-07-03,20.94,1:55:40,143,178,必迈 惊碳3.0 TURBO,run,51.4,E
2025-07-04,6.72,0:40:49,126,183,特步 160X 5.0,run,50.1,E
2025-07-05,11.67,1:25:59,116,171,New Balance FuelCell Rebel v3,run,50.5,E
2025-07-06,14.75,1:13:53,154,186,乔丹 飞影Plaid 1.5,run,50,M
2025-07-08,15.57,1:33:54,133,177,特步 160X 5.0,run,49.5,E
2025-07-09,17.2,1:39:19,143,172,多威 神行者 2,run,51.7,T
2025-07-10,11.2,1:08:46,130,175,特步 160X 5.0,run,50,E
2025-07-11,10.16,1:05:07,124,173,New Balance FuelCell Rebel v3,run,50,E
2025-07-13,15.4,1:17:03,152,188,多威 神行者 2,run,50.9,M
2025-07-13,1.54,0:10:50,124,164,多威 神行者 2,run,49.6,E
2025-07-14,12.58,1:13:20,134,179,必迈 惊碳3.0 TURBO,run,50.9,E
2025-07-16,18.45,1:41:21,145,171,特步 160X 3.0 PRO,run,54.3,I
2025-07-16,0.49,0:02:35,145,180,特步 160X 3.0 PRO,run,51.3,E
2025-07-17,11.8,1:17:17,118,176,特步 160X 5.0,run,51.3,E
2025-07-18,12.73,1:18:48,130,177,New Balance FuelCell Rebel v3,run,48.6,E
2025-07-19,18.67,1:47:53,131,179,特步 160X 5.0,run,51.2,E
2025-07-20,15.98,1:36:38,129,174,必迈 惊碳3.0 TURBO,run,51.7,E
2025-07-22,10.82,1:04:22,131,177,adidas adizero EVO SL,run,50.9,E
2025-07-23,19.93,1:40:35,154,181,adidas adizero EVO SL,run,50.5,M
2025-07-24,9.6,1:04:32,116,171,特步 160X 5.0,run,51.9,E
2025-07-24,0.87,0:05:41,123,165,特步 160X 5.0,run,51.6,E
2025-07-27,12.86,1:18:56,143,167,特步 160X 5.0,run,50,E
2025-07-29,2.97,0:17:33,129,173,特步 160X 5.0,run,50.9,E
2025-07-30,12.34,1:13:07,135,167,乔丹 飞影Plaid 1.5,run,52.7,T
2025-07-31,10.03,0:52:23,142,180,New Balance FuelCell Rebel v3,run,51.8,E
2025-08-01,13.36,1:09:52,142,182,必迈 惊碳3.0 TURBO,run,52.5,E
2025-08-02,9.86,0:56:05,134,178,必迈 惊碳3.0 TURBO,run,50.7,E
2025-08-03,11.43,0:54:20,158,185,adidas adizero EVO SL,run,50.2,M
2025-08-05,7.41,0:49:21,125,173,New Balance FuelCell Rebel v3,run,49.8,E
2025-08-06,16.64,1:36:32,140,168,多威 神行者 2,run,53,I
2025-08-07,11.06,1:02:26,131,179,乔丹 飞影Plaid 1.5,run,52,E
2025-08-08,17.64,1:33:34,147,181,特步 160X 5.0,run,50,E
2025-08-09,10.12,1:03:09,119,180,New Balance FuelCell Rebel v3,run,52.1,E
2025-08-10,21.53,1:54:48,144,180,特步 160X 3.0 PRO,run,50.6,T
2025-08-11,15.59,1:28:21,135,178,必迈 远征者5.0,run,49.3,E
2025-08-13,10.05,1:00:51,116,173,乔丹 飞影Plaid 1.5,run,52.2,E
2025-08-15,21.66,1:56:05,148,174,多威 神行者 2,run,51.3,I
2025-08-15,0.49,0:02:25,140,185,多威 神行者 2,run,51.6,E
2025-08-16,11.45,1:04:59,135,176,乔丹 飞影Plaid 1.5,run,51.1,E
2025-08-17,30.17,2:43:31,136,183,必迈 惊碳3.0 TURBO,run,50.6,E
2025-08-20,10.54,0:59:53,135,177,特步 160X 5.0,run,50.9,E
2025-08-21,10.18,1:00:44,126,174,特步 160X 5.0,run,51.9,E
2025-08-22,5,0:25:56,140,168,New Balance FuelCell Rebel v3,run,50.6,E
2025-08-22,5.01,0:25:19,153,180,New Balance FuelCell Rebel v3,run,48.9,M
2025-08-23,10.82,1:04:59,133,179,必迈 远征者5.0,run,48.2,E
2025-08-24,23.66,1:43:27,161,189,特步 160X 3.0 PRO,run,53.2,T
2025-08-26,10.81,1:02:13,135,175,必迈 远征者5.0,run,50.4,E
2025-08-27,12.48,1:07:09,137,181,特步 160X 5.0,run,51.7,E
2025-08-28,17.92,1:34:03,143,183,New Balance FuelCell Rebel v3,run,51.8,E
2025-08-29,10.06,1:00:19,124,179,特步 160X 5.0,run,51.3,E
2025-08-31,29.94,2:26:53,157,182,多威 神行者 2,run,49.7,T
2025-09-02,10.08,1:03:02,119,173,多威 神行者 2,run,51.6,E
2025-09-03,8.32,0:46:56,140,161,特步 160X 3.0 PRO,run,56.2,I
2025-09-04,5.66,0:38:57,114,169,必迈 远征者5.0,run,52.2,E
2025-09-05,9.86,1:10:44,109,172,New Balance FuelCell Rebel v3,run,52.2,E
2025-09-06,11.1,1:01:45,130,180,必迈 惊碳3.0 TURBO,run,52.3,E
2025-09-07,13.84,1:08:34,146,187,adidas adizero adios Pro 4,run,52.3,E
2025-09-09,10.06,1:00:14,132,175,必迈 远征者5.0,run,50.1,E
2025-09-10,11.29,1:00:16,145,176,adidas adizero adios Pro 4,run,53.1,E
2025-09-11,10.11,1:01:01,124,175,New Balance FuelCell Rebel v3,run,52,E
2025-09-13,5.03,0:29:47,127,169,adidas adizero adios Pro 4,run,53.9,E
2025-09-14,21.14,1:29:44,168,193,adidas adizero adios Pro 4,run,51.7,T
2025-09-16,10.11,0:52:58,137,183,adidas adizero EVO SL,run,53.9,E
2025-09-17,9.3,0:51:20,140,167,多威 神行者 2,run,57.7,I
2025-09-18,11.04,1:08:36,120,175,必迈 远征者5.0,run,52.4,E
2025-09-19,12.39,0:59:37,151,183,乔丹 飞影Plaid 1.5,run,54.6,T
2025-09-21,33.28,2:57:24,136,183,乔丹 飞影Plaid 1.5,run,51.7,E
2025-09-23,11.08,1:01:13,132,184,必迈 惊碳3.0 TURBO,run,52.8,E
2025-09-24,9.57,0:44:34,156,184,特步 160X 3.0 PRO,run,53.8,T
2025-09-26,7.38,0:42:59,130,181,特步 160X 5.0,run,52.8,E
